text,domain
"Once upon a time there was a boy called Pete. He liked to build things. But one day he found a knife. It looked very shiny and he wanted to play with it. 

Pete's mum saw him with the knife and said, ""Hey Pete, you must not play with that! Knives can be dangerous!"" Pete did not want to listen.

Later on, Pete used the knife to build a small tower from blocks. It looked really cool and he was proud of what he had made. 

His mum came over to look at the tower and said, ""Well done Pete. Building is really important, but it is much more important to stay safe. Now you know why it is so important not to play with knives."" 

Pete nodded and said, ""Yes, mum, I understand."" Ever since that day he had been very careful with knives and made sure he knew how to stay safe. 

The end",0
"def is_prime(n):
    if n < 2: return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0: return False
    return True

try:
    result = 10 / 0
except ZeroDivisionError:
    print('Error')

def add(a, b):
    return a + b

def is_prime(n):
    if n < 2: return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0: return False
    return True

def add(a, b):
    return a + b

def is_prime(n):
    if n < 2: return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0: return False
    return True

def is_prime(n):
    if n < 2: return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0: return False
    return True

with open('file.txt', 'r') as f:
    content = f.read()

def fibonacci(n):
    if n <= 1:
        return n
    return fibonacci(n-1) + fibonacci(n-2)

import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())
",2
"If x = 2646 and y = 54, then x / y equals 49.0.
If x = 33 and y = 46, then x * y equals 1518.
423 - 988 = -565
Calculate the result of 378 / 6. The answer is 63.0.
If x = 91 and y = 862, then x - y equals -771.
If x = 7695 and y = 95, then x / y equals 81.0.
If x = 608 and y = 249, then x + y equals 857.
2747 / 41 = 67.0
90 * 16 = 1440
Calculate the result of 63 * 42. The answer is 2646.
If x = 996 and y = 95, then x - y equals 901.
248 + 425 = 673
7998 / 93 = 86.0
Calculate the result of 61 + 744. The answer is 805.
Calculate the result of 2193 / 51. The answer is 43.0.
Calculate the result of 4590 / 51. The answer is 90.0.",1
"Calculate the result of 121 + 211. The answer is 332.
35 * 37 = 1295
Calculate the result of 1560 / 52. The answer is 30.0.
Calculate the result of 437 - 271. The answer is 166.
18 * 20 = 360
697 - 511 = 186
If x = 870 and y = 450, then x - y equals 420.
Calculate the result of 3150 / 63. The answer is 50.0.
737 + 720 = 1457
Calculate the result of 2688 / 64. The answer is 42.0.
85 * 3 = 255
Calculate the result of 55 - 864. The answer is -809.
If x = 875 and y = 629, then x - y equals 246.
20 / 20 = 1.0
487 + 934 = 1421
Calculate the result of 77 * 61. The answer is 4697.
Calculate the result of 599 + 120. The answer is 719.
Calculate the result of 944 + 438. The answer is 1382.
661 + 28 = 689
If x = 98 and y = 72, then x * y equals 7056.
If x = 645 and y = 929, then x - y equals -284.",1
"Calculate the result of 5208 / 56. The answer is 93.0.
If x = 91 and y = 30, then x * y equals 2730.
113 - 550 = -437
484 - 784 = -300
Calculate the result of 722 - 86. The answer is 636.
616 + 792 = 1408
If x = 75 and y = 44, then x * y equals 3300.
Calculate the result of 738 + 305. The answer is 1043.
If x = 582 and y = 472, then x + y equals 1054.
Calculate the result of 6776 / 88. The answer is 77.0.
Calculate the result of 987 - 93. The answer is 894.
If x = 3358 and y = 46, then x / y equals 73.0.
Calculate the result of 5336 / 58. The answer is 92.0.
Calculate the result of 79 - 183. The answer is -104.
20 * 31 = 620
890 - 659 = 231
1239 / 21 = 59.0
Calculate the result of 197 + 710. The answer is 907.
Calculate the result of 824 + 772. The answer is 1596.
If x = 902 and y = 225, then x - y equals 677.",1
"Calculate the result of 750 / 25. The answer is 30.0.
847 / 77 = 11.0
If x = 39 and y = 648, then x - y equals -609.
927 + 395 = 1322
357 - 702 = -345
13 * 11 = 143
566 - 45 = 521
If x = 556 and y = 924, then x + y equals 1480.
798 + 545 = 1343
3960 / 90 = 44.0
Calculate the result of 4081 / 77. The answer is 53.0.
882 + 462 = 1344
949 / 73 = 13.0
If x = 489 and y = 795, then x - y equals -306.
962 + 384 = 1346
If x = 94 and y = 41, then x * y equals 3854.
6776 / 77 = 88.0
513 - 122 = 391",1
"Once upon a time, there was a little boy named Timmy. Timmy loved to play outside and explore the world around him. One day, Timmy went to the beach with his family. He saw a big boat with a giant anchor. The anchor was so big, it looked like it could hold the whole world!

Timmy's mom told him to be careful and not go too far into the water. But Timmy didn't listen and went too deep. Suddenly, a big wave came and Timmy got scared. He couldn't swim back to shore. Luckily, a lifeguard saw him and swam out to save him.

After that day, Timmy learned an important lesson. He should always listen to what his mom tells him and be careful around the water. He was lucky the lifeguard was there to help him. From then on, Timmy always remembered to be safe and listen to his parents.",0
"Once upon a time, there was a little dog named Spot. Spot loved to play outside and chase balls. One day, Spot's collar broke and he couldn't find it. He was sad because he knew he needed his collar to go for walks with his owner.

Spot's owner, a kind lady, saw that Spot was sad and asked him what was wrong. Spot barked and whined and finally the lady understood. She said, ""Don't worry, Spot. I will cook you a special treat and then we will go to the store and get you a new collar.""

Spot's tail wagged with excitement. He loved treats! The lady cooked Spot some yummy chicken and he gobbled it up. Then they went to the store and got Spot a new collar. Spot was happy again and wagged his tail all the way home. The end.",0
"One sunny day, a sleepy cat named Tom was sitting on a seat near a big tree. He was very tired because he played all day. He wanted to take a nap, but he heard a loud noise. It was an emergency!

A little bird named Tim was stuck in the tree. He was scared and called for help. ""Help, help!"" said the scared little bird. Tom, the sleepy cat, heard the bird and wanted to help him.

Tom climbed the big tree to save Tim. ""Don't worry, I will help you!"" said Tom. He carefully took Tim out of the tree and brought him back to the seat. They both sat down and felt happy. Tom was not sleepy anymore, and they became good friends.",0
"import torch
x = torch.randn(3, 3)
y = x @ x.T

import torch
x = torch.randn(3, 3)
y = x @ x.T

def is_prime(n):
    if n < 2: return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0: return False
    return True

@dataclass
class Point:
    x: float
    y: float

import torch
x = torch.randn(3, 3)
y = x @ x.T

class Model(nn.Module):
    def __init__(self):
        super().__init__()
        self.linear = nn.Linear(10, 10)

def is_prime(n):
    if n < 2: return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0: return False
    return True

import torch
x = torch.randn(3, 3)
y = x @ x.T
",2
"If x = 4929 and y = 53, then x / y equals 93.0.
If x = 54 and y = 88, then x * y equals 4752.
4290 / 66 = 65.0
488 - 307 = 181
Calculate the result of 993 + 182. The answer is 1175.
685 + 86 = 771
If x = 60 and y = 90, then x * y equals 5400.
Calculate the result of 70 * 48. The answer is 3360.
Calculate the result of 7298 / 82. The answer is 89.0.
Calculate the result of 31 * 36. The answer is 1116.
28 * 38 = 1064
If x = 2883 and y = 93, then x / y equals 31.0.
If x = 146 and y = 914, then x + y equals 1060.
If x = 1344 and y = 42, then x / y equals 32.0.
Calculate the result of 31 * 62. The answer is 1922.
Calculate the result of 112 - 799. The answer is -687.
Calculate the result of 173 + 291. The answer is 464.
Calculate the result of 61 * 34. The answer is 2074.
406 + 797 = 1203
966 - 586 = 380
Calculate the result of 3479 / 71. The answer is 49.0.
If x = 958 and y = 149, then x + y equals 1107.
If x = 41 and y = 9, then x * y equals 369.
Calculate the result of 870 - 593. The answer is 277.",1
"Calculate the result of 544 / 16. The answer is 34.0.
84 * 68 = 5712
If x = 504 and y = 12, then x / y equals 42.0.
Calculate the result of 194 - 321. The answer is -127.
465 - 999 = -534
Calculate the result of 74 * 57. The answer is 4218.
40 * 85 = 3400
277 + 402 = 679
If x = 533 and y = 727, then x - y equals -194.
If x = 292 and y = 332, then x - y equals -40.
87 * 95 = 8265
If x = 432 and y = 28, then x + y equals 460.
Calculate the result of 1 * 43. The answer is 43.
Calculate the result of 434 / 31. The answer is 14.0.
41 * 67 = 2747
Calculate the result of 82 * 40. The answer is 3280.
Calculate the result of 825 + 321. The answer is 1146.
Calculate the result of 69 * 69. The answer is 4761.
81 * 66 = 5346
If x = 221 and y = 361, then x + y equals 582.
Calculate the result of 742 - 705. The answer is 37.
If x = 64 and y = 572, then x - y equals -508.
If x = 26 and y = 41, then x * y equals 1066.
If x = 1530 and y = 45, then x / y equals 34.0.",1
"def is_prime(n):
    if n < 2: return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0: return False
    return True

def fibonacci(n):
    if n <= 1:
        return n
    return fibonacci(n-1) + fibonacci(n-2)

import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())

try:
    result = 10 / 0
except ZeroDivisionError:
    print('Error')

def add(a, b):
    return a + b

def is_prime(n):
    if n < 2: return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0: return False
    return True
",2
"for i in range(10):
    print(i)

for i in range(10):
    print(i)

def is_prime(n):
    if n < 2: return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0: return False
    return True

import torch
x = torch.randn(3, 3)
y = x @ x.T

@dataclass
class Point:
    x: float
    y: float
",2
"7 * 57 = 399
Calculate the result of 685 - 671. The answer is 14.
40 * 66 = 2640
1482 / 38 = 39.0
Calculate the result of 20 * 43. The answer is 860.
If x = 547 and y = 390, then x - y equals 157.
If x = 575 and y = 854, then x - y equals -279.
2150 / 25 = 86.0
If x = 110 and y = 381, then x - y equals -271.
Calculate the result of 412 - 522. The answer is -110.
146 + 695 = 841
610 - 708 = -98
Calculate the result of 1 * 90. The answer is 90.
18 * 29 = 522
If x = 2072 and y = 74, then x / y equals 28.0.
Calculate the result of 66 * 39. The answer is 2574.
Calculate the result of 46 * 84. The answer is 3864.
649 + 103 = 752
45 * 15 = 675
Calculate the result of 435 - 285. The answer is 150.
If x = 968 and y = 616, then x + y equals 1584.
Calculate the result of 810 - 520. The answer is 290.",1
"Once upon a time, there was a happy figure. Her name was Eva and she loved to spend time outside. Every day she would swing on the swing set and go for nature walks. 

One day, she found a special spot in the mountains. She was so enthusiastic! She decided to spend the whole day exploring it. She hiked up and down the trails, she played hide and seek in the trees, and she made silly shapes in the clouds. 

Before she knew it, the sun had already set. She was so eager to get back home, so she ran as fast as she could back to her house. She waved goodbye to the mountains and promised to come back another day. 

Eva learned so many things that day. Being enthusiastic always makes the day more special and spending time with nature is the best way to make new friends.",0
"def add(a, b):
    return a + b

import torch
x = torch.randn(3, 3)
y = x @ x.T

import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())

def add(a, b):
    return a + b

import torch
x = torch.randn(3, 3)
y = x @ x.T

def add(a, b):
    return a + b

for i in range(10):
    print(i)

class Model(nn.Module):
    def __init__(self):
        super().__init__()
        self.linear = nn.Linear(10, 10)
",2
"Once upon a time, there was a little girl named Lily. One day, her mom asked her what she wanted for breakfast. Lily thought for a moment and then said, ""I choose pancakes, please."" 

Her mom smiled and got out a pan to make pancakes. While her mom was cooking, Lily had a thoughtful idea. ""Mommy, can we make pancakes for our neighbors too?"" 

Her mom thought it was a great idea and they made extra pancakes to share with their neighbors. When they brought the pancakes over, their neighbors were very happy and said thank you. Lily felt proud of her choice and her thoughtful idea to share with others.",0
